Binary Path: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/prog.cgi

========== Binary Function Keywords ==========
[1] #text
target_addr         : 0x463a04
range_list          : [[65, 95]]
conditions_str      : 
taint_source        : webGetVarString
taint_sink_addr     : 5243160
taint_sink          : nvram_safe_set
set_keyword         : vlan_lan_dev4_service_mapping
source_addr         : 0x419f74
path_flag           : 0x464100#0x4640dc#0x4640b8#0x464094#0x464070#0x46404c#0x464028#0x464004#0x463fe0#0x463fc0#0x463f8c#0x463f68#0x463f44#0x463f20#0x463efc#0x463ed8#0x463eb4#0x463e90#0x463e6c#0x463e48#0x463e3c#0x463e14#0x463dec#0x463dc4#0x463d9c
*** Path #24 ***
error_messges_str   : 
str_length_visited_function: 
decompile_list      : ['      __s1_04 = webGetVarString(param_1,\n                                "SetVLANSettings/VLANRuleInfoLists/VLANRule:4/ServiceMapping");\n      __s1_05 = webGetVarString(param_1,\n                                "SetVLANSettings/VLANRuleInfoLists/VLANRule:5/ServiceMapping");\n      iVar3 = strcmp(pcVar2,"true");\n      if (iVar3 == 0) {\n        nvram_safe_set("VLANPriorityEnable",&DAT_004b4b04);\n        nvram_safe_set("wan_wan0_vlanidpri",puVar4);\n        nvram_safe_set("wan_wan1_vlanidpri",puVar4);\n        nvram_safe_set("wan_wan2_vlanidpri",puVar5);\n        nvram_safe_set("wan_wan3_vlanidpri",puVar6);\n        nvram_safe_set("wan_iptv_vlanid",__nptr);\n        nvram_safe_set("wan_voip_vlanid",__nptr_00);\n        nvram_safe_set("wan_iptv_vlanidpri",puVar5);\n        nvram_safe_set("wan_voip_vlanidpri",puVar6);\n      }\n      else {\n        nvram_safe_set("VLANPriorityEnable",&DAT_004b4d04);\n      }\n      nvram_safe_set("wan_wan0_vlanid",pcVar1);\n      nvram_safe_set("wan_wan1_vlanid",pcVar1);\n      nvram_safe_set("wan_wan2_vlanid",__nptr);\n      nvram_safe_set("wan_wan3_vlanid",__nptr_00);\n      nvram_safe_set("wan_iptv_vlanid",__nptr);\n      nvram_safe_set("wan_voip_vlanid",__nptr_00);\n      nvram_safe_set("vlan_lan_dev1_service_mapping",__s1_00);\n      nvram_safe_set("vlan_lan_dev2_service_mapping",__s1_01);\n      nvram_safe_set("vlan_lan_dev3_service_mapping",__s1_02);\n      nvram_safe_set("vlan_lan_dev4_service_mapping",__s1_03);\n      nvram_safe_set("vlan_wlan_service_mapping",__s1_04);']
target_name         : sub_463a04
taint_source_addr   : 4300660
end_block           : 4604196
start_block         : 4603332
path                : 0x464124#0x464100#0x4640dc#0x4640b8#0x464094#0x464070#0x46404c#0x464028#0x464004#0x463fe0#0x463fc0#0x463f8c#0x463f68#0x463f44#0x463f20#0x463efc#0x463ed8#0x463eb4#0x463e90#0x463e6c#0x463e48#0x463e3c#0x463e14#0x463dec#0x463dc4
visited_functions   : webGetVarString
fail2captureConditionsTime: 0
source_insr_addr    : 0x463dd4
sink_addr           : sub_463a04
sink_insr_addr      : 0x464130
checking_time       : 0
source_name         : sub_463a04
source_keyword      : SetVLANSettings/VLANRuleInfoLists/VLANRule:4/ServiceMapping
ghidra_path         : [[4602372, 4603332, 4603368, 4604196, 4604228]]
complete_list       : ['\nvoid FUN_00463a04(undefined4 *param_1)\n\n{\n  char *pcVar1;\n  char *pcVar2;\n  char *__s1;\n  int iVar3;\n  char *__nptr;\n  char *__nptr_00;\n  undefined *puVar4;\n  undefined *puVar5;\n  undefined *puVar6;\n  char *__s1_00;\n  char *__s1_01;\n  char *__s1_02;\n  char *__s1_03;\n  char *__s1_04;\n  char *__s1_05;\n  size_t sVar7;\n  size_t sVar8;\n  undefined4 uVar9;\n  char *local_6c0;\n  char *local_6bc;\n  char *local_6b8;\n  char local_65c;\n  char acStack_65b [255];\n  char local_55c;\n  char acStack_55b [255];\n  char local_45c;\n  char acStack_45b [255];\n  char local_35c;\n  char acStack_35b [255];\n  char local_25c [79];\n  undefined1 local_20d;\n  char acStack_20c [256];\n  char local_10c;\n  char acStack_10b [263];\n  \n  memset(&local_65c,0,0x100);\n  memset(&local_55c,0,0x100);\n  memset(&local_45c,0,0x100);\n  memset(&local_35c,0,0x100);\n  nvram_safe_set("IsInConfiguring",&DAT_004b4b04);\n  pcVar1 = webGetVarString(param_1,"/SetVLANSettings/Enabled");\n  if (pcVar1 != (char *)0x0) {\n    notify_rc_and_wait("stop_vlanwanall");\n    pcVar2 = webGetVarString(param_1,"/SetVLANSettings/PriorityEnabled");\n    __s1 = (char *)nvram_safe_get("wan_wan_phy_ifname");\n    iVar3 = strcmp(pcVar1,"true");\n    if (iVar3 == 0) {\n      nvram_safe_set("VLANEnable",&DAT_004b4b04);\n      pcVar1 = webGetVarString(param_1,"/SetVLANSettings/VLANIDInfoLists/VLANID:0/VID");\n      __nptr = webGetVarString(param_1,"SetVLANSettings/VLANIDInfoLists/VLANID:1/VID");\n      __nptr_00 = webGetVarString(param_1,"SetVLANSettings/VLANIDInfoLists/VLANID:2/VID");\n      puVar4 = webGetVarString(param_1,"/SetVLANSettings/VLANIDInfoLists/VLANID:0/Priority");\n      puVar5 = webGetVarString(param_1,"/SetVLANSettings/VLANIDInfoLists/VLANID:1/Priority");\n      puVar6 = webGetVarString(param_1,"/SetVLANSettings/VLANIDInfoLists/VLANID:2/Priority");\n      __s1_00 = webGetVarString(param_1,\n                                "SetVLANSettings/VLANRuleInfoLists/VLANRule:0/ServiceMapping");\n      __s1_01 = webGetVarString(param_1,\n                                "SetVLANSettings/VLANRuleInfoLists/VLANRule:1/ServiceMapping");\n      __s1_02 = webGetVarString(param_1,\n                                "SetVLANSettings/VLANRuleInfoLists/VLANRule:2/ServiceMapping");\n      __s1_03 = webGetVarString(param_1,\n                                "SetVLANSettings/VLANRuleInfoLists/VLANRule:3/ServiceMapping");\n      __s1_04 = webGetVarString(param_1,\n                                "SetVLANSettings/VLANRuleInfoLists/VLANRule:4/ServiceMapping");\n      __s1_05 = webGetVarString(param_1,\n                                "SetVLANSettings/VLANRuleInfoLists/VLANRule:5/ServiceMapping");\n      iVar3 = strcmp(pcVar2,"true");\n      if (iVar3 == 0) {\n        nvram_safe_set("VLANPriorityEnable",&DAT_004b4b04);\n        nvram_safe_set("wan_wan0_vlanidpri",puVar4);\n        nvram_safe_set("wan_wan1_vlanidpri",puVar4);\n        nvram_safe_set("wan_wan2_vlanidpri",puVar5);\n        nvram_safe_set("wan_wan3_vlanidpri",puVar6);\n        nvram_safe_set("wan_iptv_vlanid",__nptr);\n        nvram_safe_set("wan_voip_vlanid",__nptr_00);\n        nvram_safe_set("wan_iptv_vlanidpri",puVar5);\n        nvram_safe_set("wan_voip_vlanidpri",puVar6);\n      }\n      else {\n        nvram_safe_set("VLANPriorityEnable",&DAT_004b4d04);\n      }\n      nvram_safe_set("wan_wan0_vlanid",pcVar1);\n      nvram_safe_set("wan_wan1_vlanid",pcVar1);\n      nvram_safe_set("wan_wan2_vlanid",__nptr);\n      nvram_safe_set("wan_wan3_vlanid",__nptr_00);\n      nvram_safe_set("wan_iptv_vlanid",__nptr);\n      nvram_safe_set("wan_voip_vlanid",__nptr_00);\n      nvram_safe_set("vlan_lan_dev1_service_mapping",__s1_00);\n      nvram_safe_set("vlan_lan_dev2_service_mapping",__s1_01);\n      nvram_safe_set("vlan_lan_dev3_service_mapping",__s1_02);\n      nvram_safe_set("vlan_lan_dev4_service_mapping",__s1_03);\n      nvram_safe_set("vlan_wlan_service_mapping",__s1_04);\n      nvram_safe_set("vlan_wlan_guest_service_mapping",__s1_05);\n      iVar3 = FCGI_fopen("/dev/console",&DAT_004b7e60);\n      if (iVar3 != 0) {\n        FCGI_fprintf(iVar3,"pLAN1ServiceMapping=%s\\n",__s1_00);\n        FCGI_fclose(iVar3);\n      }\n      iVar3 = strcmp(__s1_00,"Internet");\n      if (iVar3 == 0) {\n        snprintf(&local_65c,0x100,"%s %s",&local_65c,"eth2.4");\n      }\n      else {\n        iVar3 = strcmp(__s1_00,"IPTV");\n        if (iVar3 == 0) {\n          snprintf(&local_45c,0x100,"%s %s",&local_45c,"eth2.4");\n        }\n        else {\n          iVar3 = strcmp(__s1_00,"VOIP");\n          if (iVar3 == 0) {\n            snprintf(&local_35c,0x100,"%s %s",&local_35c,"eth2.4");\n          }\n          else {\n            iVar3 = strcmp(__s1_00,"Bridge");\n            if (iVar3 == 0) {\n              snprintf(&local_45c,0x100,"%s %s",&local_45c,"eth2.4");\n            }\n          }\n        }\n      }\n      iVar3 = strcmp(__s1_01,"Internet");\n      if (iVar3 == 0) {\n        snprintf(&local_65c,0x100,"%s %s",&local_65c,"eth2.3");\n      }\n      else {\n        iVar3 = strcmp(__s1_01,"IPTV");\n        if (iVar3 == 0) {\n          snprintf(&local_45c,0x100,"%s %s",&local_45c,"eth2.3");\n        }\n        else {\n          iVar3 = strcmp(__s1_01,"VOIP");\n          if (iVar3 == 0) {\n            snprintf(&local_35c,0x100,"%s %s",&local_35c,"eth2.3");\n          }\n          else {\n            iVar3 = strcmp(__s1_01,"Bridge");\n            if (iVar3 == 0) {\n              snprintf(&local_45c,0x100,"%s %s",&local_45c,"eth2.3");\n            }\n          }\n        }\n      }\n      iVar3 = strcmp(__s1_02,"Internet");\n      if (iVar3 == 0) {\n        snprintf(&local_65c,0x100,"%s %s",&local_65c,"eth2.2");\n      }\n      else {\n        iVar3 = strcmp(__s1_02,"IPTV");\n        if (iVar3 == 0) {\n          snprintf(&local_45c,0x100,"%s %s",&local_45c,"eth2.2");\n        }\n        else {\n          iVar3 = strcmp(__s1_02,"VOIP");\n          if (iVar3 == 0) {\n            snprintf(&local_35c,0x100,"%s %s",&local_35c,"eth2.2");\n          }\n          else {\n            iVar3 = strcmp(__s1_02,"Bridge");\n            if (iVar3 == 0) {\n              snprintf(&local_45c,0x100,"%s %s",&local_45c,"eth2.2");\n            }\n          }\n        }\n      }\n      iVar3 = strcmp(__s1_03,"Internet");\n      if (iVar3 == 0) {\n        snprintf(&local_65c,0x100,"%s %s",&local_65c,"eth2.1");\n      }\n      else {\n        iVar3 = strcmp(__s1_03,"IPTV");\n        if (iVar3 == 0) {\n          snprintf(&local_45c,0x100,"%s %s",&local_45c,"eth2.1");\n        }\n        else {\n          iVar3 = strcmp(__s1_03,"VOIP");\n          if (iVar3 == 0) {\n            snprintf(&local_35c,0x100,"%s %s",&local_35c,"eth2.1");\n          }\n          else {\n            iVar3 = strcmp(__s1_03,"Bridge");\n            if (iVar3 == 0) {\n              snprintf(&local_45c,0x100,"%s %s",&local_45c,"eth2.1");\n            }\n          }\n        }\n      }\n      iVar3 = strcmp(__s1_04,"Internet");\n      if (iVar3 == 0) {\n        snprintf(&local_65c,0x100,"%s %s %s",&local_65c,&DAT_004b7ecc,&DAT_004b7ed0);\n      }\n      else {\n        iVar3 = strcmp(__s1_04,"IPTV");\n        if (iVar3 == 0) {\n          snprintf(&local_45c,0x100,"%s %s %s",&local_45c,&DAT_004b7ecc,&DAT_004b7ed0);\n        }\n        else {\n          iVar3 = strcmp(__s1_04,"VOIP");\n          if (iVar3 == 0) {\n            snprintf(&local_35c,0x100,"%s %s %s",&local_35c,&DAT_004b7ecc,&DAT_004b7ed0);\n          }\n          else {\n            iVar3 = strcmp(__s1_04,"Bridge");\n            if (iVar3 == 0) {\n              snprintf(&local_45c,0x100,"%s %s %s",&local_45c,&DAT_004b7ecc,&DAT_004b7ed0);\n            }\n          }\n        }\n      }\n      iVar3 = strcmp(__s1_05,"Internet");\n      if (iVar3 == 0) {\n        snprintf(&local_55c,0x100,"%s %s %s",&local_55c,&DAT_004b7ed8,&DAT_004b7edc);\n      }\n      else {\n        iVar3 = strcmp(__s1_05,"IPTV");\n        if (iVar3 == 0) {\n          snprintf(&local_45c,0x100,"%s %s %s",&local_45c,&DAT_004b7ed8,&DAT_004b7edc);\n        }\n        else {\n          iVar3 = strcmp(__s1_05,"VOIP");\n          if (iVar3 == 0) {\n            snprintf(&local_35c,0x100,"%s %s %s",&local_35c,&DAT_004b7ed8,&DAT_004b7edc);\n          }\n          else {\n            iVar3 = strcmp(__s1_05,"Bridge");\n            if (iVar3 == 0) {\n              snprintf(&local_45c,0x100,"%s %s %s",&local_45c,&DAT_004b7ed8,&DAT_004b7edc);\n            }\n          }\n        }\n      }\n      memset(&local_10c,0,0x100);\n      pcVar2 = (char *)nvram_safe_get("wan_wan_phy_ifname_vlan_revert");\n      sVar7 = strspn(pcVar2," ");\n      strncpy(local_25c,pcVar2 + sVar7,0x50);\n      sVar8 = strcspn(local_25c," ");\n      local_25c[sVar8] = \'\\0\';\n      local_20d = 0;\n      local_6c0 = strchr(pcVar2 + sVar7,0x20);\n      while (local_25c[0] != \'\\0\') {\n        iVar3 = strcmp(__s1,local_25c);\n        if (iVar3 == 0) {\n          iVar3 = atoi(pcVar1);\n          if (iVar3 == 0) {\n            snprintf(&local_10c,0x100,"%s %s",&local_10c,__s1);\n          }\n          else {\n            snprintf(&local_10c,0x100,"%s %s.%s",&local_10c,__s1,pcVar1);\n          }\n          iVar3 = atoi(__nptr);\n          if (iVar3 == 0) {\n            snprintf(&local_10c,0x100,"%s %s",&local_10c,__s1);\n          }\n          else {\n            snprintf(&local_10c,0x100,"%s %s.%s",&local_10c,__s1,__nptr);\n          }\n          iVar3 = atoi(__nptr_00);\n          if (iVar3 == 0) {\n            snprintf(&local_10c,0x100,"%s %s",&local_10c,__s1);\n          }\n          else {\n            snprintf(&local_10c,0x100,"%s %s.%s",&local_10c,__s1,__nptr_00);\n          }\n        }\n        else {\n          snprintf(&local_10c,0x100,"%s %s",&local_10c,local_25c);\n        }\n        if (local_6c0 == (char *)0x0) {\n          local_6c0 = "";\n        }\n        else {\n          sVar7 = strspn(local_6c0," ");\n          local_6c0 = local_6c0 + sVar7;\n        }\n        strncpy(local_25c,local_6c0,0x50);\n        sVar7 = strcspn(local_25c," ");\n        local_25c[sVar7] = \'\\0\';\n        local_20d = 0;\n        local_6c0 = strchr(local_6c0,0x20);\n      }\n      if (local_10c == \' \') {\n        pcVar2 = acStack_10b;\n      }\n      else {\n        pcVar2 = &local_10c;\n      }\n      nvram_safe_set("wan_wan_ifnames",pcVar2);\n      memset(acStack_20c,0,0x100);\n      iVar3 = atoi(pcVar1);\n      if (iVar3 == 0) {\n        snprintf(acStack_20c,0x100,"%s",__s1);\n      }\n      else {\n        snprintf(acStack_20c,0x100,"%s.%s",__s1,pcVar1);\n      }\n      nvram_safe_set("wan_wan0_ifname",acStack_20c);\n      nvram_safe_set("wan_wan1_ifname",acStack_20c);\n      memset(acStack_20c,0,0x100);\n      iVar3 = atoi(__nptr);\n      if (iVar3 == 0) {\n        snprintf(acStack_20c,0x100,"%s",__s1);\n      }\n      else {\n        snprintf(acStack_20c,0x100,"%s.%s",__s1,__nptr);\n      }\n      nvram_safe_set("wan_wan2_ifname",acStack_20c);\n      memset(acStack_20c,0,0x100);\n      iVar3 = atoi(__nptr_00);\n      if (iVar3 == 0) {\n        snprintf(acStack_20c,0x100,"%s",__s1);\n      }\n      else {\n        snprintf(acStack_20c,0x100,"%s.%s",__s1,__nptr_00);\n      }\n      nvram_safe_set("wan_wan3_ifname",acStack_20c);\n    }\n    else {\n      nvram_safe_set("VLANEnable",&DAT_004b4d04);\n      uVar9 = nvram_safe_get("wan_wan_phy_ifname");\n      nvram_safe_set("wan_wan0_ifname",uVar9);\n      uVar9 = nvram_safe_get("wan_wan_phy_ifname");\n      nvram_safe_set("wan_wan1_ifname",uVar9);\n      uVar9 = nvram_safe_get("wan_wan_phy_ifname");\n      nvram_safe_set("wan_wan2_ifname",uVar9);\n      uVar9 = nvram_safe_get("wan_wan_phy_ifname");\n      nvram_safe_set("wan_wan3_ifname",uVar9);\n      nvram_safe_set("wan_wan2_proto",&DAT_004b70e0);\n      nvram_safe_set("wan_wan3_proto",&DAT_004b70e0);\n      nvram_safe_set("lan2_ipaddr","0.0.0.0");\n      nvram_safe_set("lan3_ipaddr","0.0.0.0");\n      uVar9 = nvram_safe_get("wan_wan_phy_ifname_vlan_revert");\n      nvram_safe_set("wan_wan_ifnames",uVar9);\n      snprintf(&local_65c,0x100,"%s %s %s","eth2.1 eth2.2 eth2.3 eth2.4",&DAT_004b7ecc,&DAT_004b7ed0\n              );\n      snprintf(&local_55c,0x100,"%s %s",&DAT_004b7ed8,&DAT_004b7edc);\n    }\n    if (local_55c == \' \') {\n      pcVar1 = acStack_55b;\n    }\n    else {\n      pcVar1 = &local_55c;\n    }\n    if (local_45c == \' \') {\n      local_6bc = acStack_45b;\n    }\n    else {\n      local_6bc = &local_45c;\n    }\n    if (local_35c == \' \') {\n      local_6b8 = acStack_35b;\n    }\n    else {\n      local_6b8 = &local_35c;\n    }\n    iVar3 = nvram_invmatch("wan_wan2_proto",&DAT_004b70e0);\n    if (iVar3 != 0) {\n      snprintf(&local_65c,0x100,"%s %s",&local_65c,local_6bc);\n      local_6bc = "";\n    }\n    iVar3 = nvram_invmatch("wan_wan3_proto",&DAT_004b70e0);\n    if (iVar3 != 0) {\n      snprintf(&local_65c,0x100,"%s %s",&local_65c,local_6b8);\n      local_6b8 = "";\n    }\n    if (local_65c == \' \') {\n      pcVar2 = acStack_65b;\n    }\n    else {\n      pcVar2 = &local_65c;\n    }\n    nvram_safe_set("lan0_port_member",pcVar2);\n    nvram_safe_set("lan1_port_member",pcVar1);\n    nvram_safe_set("lan2_port_member",local_6bc);\n    nvram_safe_set("lan3_port_member",local_6b8);\n  }\n  WebsSetResponseResult(param_1,1);\n  nvram_safe_set("IsInConfiguring",&DAT_004b4d04);\n  nvram_commit(0);\n  serviceApplyAction(1,5,"start_vlanwanall");\n  return;\n}\n']
target_addr         : 0x463a04
range_list          : [[67, 96]]
conditions_str      : 
taint_source        : webGetVarString
taint_sink_addr     : 5243160
taint_sink          : nvram_safe_set
set_keyword         : vlan_wlan_service_mapping
source_addr         : 0x419f74
path_flag           : 0x464124#0x464100#0x4640dc#0x4640b8#0x464094#0x464070#0x46404c#0x464028#0x464004#0x463fe0#0x463fc0#0x463f8c#0x463f68#0x463f44#0x463f20#0x463efc#0x463ed8#0x463eb4#0x463e90#0x463e6c#0x463e48#0x463e3c#0x463e14#0x463dec#0x463dc4
*** Path #25 ***
error_messges_str   : 
str_length_visited_function: 
decompile_list      : ['      __s1_05 = webGetVarString(param_1,\n                                "SetVLANSettings/VLANRuleInfoLists/VLANRule:5/ServiceMapping");\n      iVar3 = strcmp(pcVar2,"true");\n      if (iVar3 == 0) {\n        nvram_safe_set("VLANPriorityEnable",&DAT_004b4b04);\n        nvram_safe_set("wan_wan0_vlanidpri",puVar4);\n        nvram_safe_set("wan_wan1_vlanidpri",puVar4);\n        nvram_safe_set("wan_wan2_vlanidpri",puVar5);\n        nvram_safe_set("wan_wan3_vlanidpri",puVar6);\n        nvram_safe_set("wan_iptv_vlanid",__nptr);\n        nvram_safe_set("wan_voip_vlanid",__nptr_00);\n        nvram_safe_set("wan_iptv_vlanidpri",puVar5);\n        nvram_safe_set("wan_voip_vlanidpri",puVar6);\n      }\n      else {\n        nvram_safe_set("VLANPriorityEnable",&DAT_004b4d04);\n      }\n      nvram_safe_set("wan_wan0_vlanid",pcVar1);\n      nvram_safe_set("wan_wan1_vlanid",pcVar1);\n      nvram_safe_set("wan_wan2_vlanid",__nptr);\n      nvram_safe_set("wan_wan3_vlanid",__nptr_00);\n      nvram_safe_set("wan_iptv_vlanid",__nptr);\n      nvram_safe_set("wan_voip_vlanid",__nptr_00);\n      nvram_safe_set("vlan_lan_dev1_service_mapping",__s1_00);\n      nvram_safe_set("vlan_lan_dev2_service_mapping",__s1_01);\n      nvram_safe_set("vlan_lan_dev3_service_mapping",__s1_02);\n      nvram_safe_set("vlan_lan_dev4_service_mapping",__s1_03);\n      nvram_safe_set("vlan_wlan_service_mapping",__s1_04);\n      nvram_safe_set("vlan_wlan_guest_service_mapping",__s1_05);']
target_name         : sub_463a04
taint_source_addr   : 4300660
end_block           : 4604232
start_block         : 4603372
path                : 0x464148#0x464124#0x464100#0x4640dc#0x4640b8#0x464094#0x464070#0x46404c#0x464028#0x464004#0x463fe0#0x463fc0#0x463f8c#0x463f68#0x463f44#0x463f20#0x463efc#0x463ed8#0x463eb4#0x463e90#0x463e6c#0x463e48#0x463e3c#0x463e14#0x463dec
visited_functions   : webGetVarString
fail2captureConditionsTime: 0
source_insr_addr    : 0x463dfc
sink_addr           : sub_463a04
sink_insr_addr      : 0x464154
checking_time       : 0
source_name         : sub_463a04
source_keyword      : SetVLANSettings/VLANRuleInfoLists/VLANRule:5/ServiceMapping
ghidra_path         : [[4602372, 4603372, 4603408, 4604232, 4604264]]
