Call site: 0x43a828; Identifier: nvram_bufset; Key: SSID1; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x43a80c
  [1] Call site: 0x42e224; Identifier: nvram_safe_get; Key: mac_filter_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/lib/librcm.so; Block Addr: 0x42e210
  [0] Call site: 0x45e39c; Identifier: nvram_safe_get; Key: mac_filter_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45e380
  [0] Call site: 0x45f394; Identifier: nvram_safe_get; Key: mac_filter_rule; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45f320
Call site: 0x43385c; Identifier: nvram_safe_set; Key: lan0_management_link; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x433844
  [0] Call site: 0x432bf4; Identifier: nvram_safe_get; Key: lan0_management_link; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x432bd8
Call site: 0x432bf4; Identifier: nvram_safe_get; Key: lan0_management_link; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x432bd8
  [0] Call site: 0x43385c; Identifier: nvram_safe_set; Key: lan0_management_link; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x433844
Call site: 0x443e70; Identifier: nvram_safe_set; Key: lan1_netmask; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x443e54
  [0] Call site: 0x44390c; Identifier: nvram_safe_get; Key: lan1_netmask; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4438f0
  [1] Call site: 0x422790; Identifier: nvram_safe_get; Key: lan1_netmask; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x422774
Call site: 0x44390c; Identifier: nvram_safe_get; Key: lan1_netmask; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4438f0
  [0] Call site: 0x443e70; Identifier: nvram_safe_set; Key: lan1_netmask; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x443e54
Call site: 0x439674; Identifier: nvram_safe_set; Key: wan_wan0_pppoe_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x43965c
  [0] Call site: 0x455b20; Identifier: nvram_safe_get; Key: wan_wan0_pppoe_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x455b04
Call site: 0x455b20; Identifier: nvram_safe_get; Key: wan_wan0_pppoe_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x455b04
  [0] Call site: 0x45777c; Identifier: nvram_safe_set; Key: wan_wan0_pppoe_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457764
  [0] Call site: 0x439674; Identifier: nvram_safe_set; Key: wan_wan0_pppoe_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x43965c
Call site: 0x45777c; Identifier: nvram_safe_set; Key: wan_wan0_pppoe_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457764
  [0] Call site: 0x455b20; Identifier: nvram_safe_get; Key: wan_wan0_pppoe_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x455b04
Call site: 0x444f0c; Identifier: nvram_safe_set; Key: DDNS; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x444ef4
  [1] Call site: 0x43d7e8; Identifier: nvram_safe_get; Key: DDNS; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x43d7cc
  [0] Call site: 0x444a44; Identifier: nvram_safe_get; Key: DDNS; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x444a2c
Call site: 0x444a44; Identifier: nvram_safe_get; Key: DDNS; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x444a2c
  [0] Call site: 0x444f0c; Identifier: nvram_safe_set; Key: DDNS; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x444ef4
Call site: 0x42fa20; Identifier: nvram_safe_set; Key: SysLogMail_From; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x42fa08
  [1] Call site: 0x443258; Identifier: nvram_safe_get; Key: SysLogMail_From; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x44323c
  [1] Call site: 0x443150; Identifier: nvram_safe_get; Key: SysLogMail_From; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x443134
  [0] Call site: 0x42f224; Identifier: nvram_safe_get; Key: SysLogMail_From; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x42f20c
Call site: 0x42f224; Identifier: nvram_safe_get; Key: SysLogMail_From; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x42f20c
  [0] Call site: 0x42fa20; Identifier: nvram_safe_set; Key: SysLogMail_From; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x42fa08
Call site: 0x45b76c; Identifier: nvram_safe_set; Key: vlan_lan_dev3_service_mapping; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45b750
  [1] Call site: 0x421198; Identifier: nvram_safe_get; Key: vlan_lan_dev3_service_mapping; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x42117c
  [0] Call site: 0x45ab80; Identifier: nvram_safe_get; Key: vlan_lan_dev3_service_mapping; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45ab64
Call site: 0x45ab80; Identifier: nvram_safe_get; Key: vlan_lan_dev3_service_mapping; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45ab64
  [0] Call site: 0x45b76c; Identifier: nvram_safe_set; Key: vlan_lan_dev3_service_mapping; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45b750
Call site: 0x439d24; Identifier: nvram_safe_set; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d0c
  [1] Call site: 0x41bde0; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41bdc0
  [1] Call site: 0x41a80c; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a7ec
  [1] Call site: 0x41ba94; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41ba74
  [1] Call site: 0x411868; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x411848
  [1] Call site: 0x41b9fc; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41b9dc
  [1] Call site: 0x41bb2c; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41bb0c
  [0] Call site: 0x455978; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45595c
  [1] Call site: 0x41aba0; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41ab80
  [1] Call site: 0x411c84; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x411c64
  [1] Call site: 0x41a8a4; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a884
Call site: 0x455978; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45595c
  [0] Call site: 0x457d78; Identifier: nvram_safe_set; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457d60
  [0] Call site: 0x439d24; Identifier: nvram_safe_set; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d0c
Call site: 0x457d78; Identifier: nvram_safe_set; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457d60
  [1] Call site: 0x41bde0; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41bdc0
  [1] Call site: 0x41a80c; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a7ec
  [1] Call site: 0x41ba94; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41ba74
  [1] Call site: 0x411868; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x411848
  [1] Call site: 0x41b9fc; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41b9dc
  [1] Call site: 0x41bb2c; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41bb0c
  [0] Call site: 0x455978; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x45595c
  [1] Call site: 0x41aba0; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41ab80
  [1] Call site: 0x411c84; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x411c64
  [1] Call site: 0x41a8a4; Identifier: nvram_safe_get; Key: wan_wan0_vpn_username; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a884
Call site: 0x439e74; Identifier: nvram_safe_set; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439e5c
  [1] Call site: 0x408ed0; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x408ebc
  [1] Call site: 0x41194c; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41192c
  [1] Call site: 0x4391b0; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x43919c
  [1] Call site: 0x41ae64; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41ae44
  [1] Call site: 0x411d68; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x411d48
  [0] Call site: 0x4555cc; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4555b0
  [1] Call site: 0x41bd10; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41bcf4
  [1] Call site: 0x401f14; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/usr/sbin/timer; Block Addr: 0x401f08
Call site: 0x4555cc; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4555b0
  [0] Call site: 0x457ec8; Identifier: nvram_safe_set; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457eb0
  [0] Call site: 0x439e74; Identifier: nvram_safe_set; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439e5c
Call site: 0x457ec8; Identifier: nvram_safe_set; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457eb0
  [1] Call site: 0x408ed0; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x408ebc
  [1] Call site: 0x41194c; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41192c
  [1] Call site: 0x4391b0; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x43919c
  [1] Call site: 0x41ae64; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41ae44
  [1] Call site: 0x411d68; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x411d48
  [0] Call site: 0x4555cc; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4555b0
  [1] Call site: 0x41bd10; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41bcf4
  [1] Call site: 0x401f14; Identifier: nvram_safe_get; Key: wan_wan0_vpn_idletime; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/usr/sbin/timer; Block Addr: 0x401f08
Call site: 0x4391dc; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4391c4
  [1] Call site: 0x419eb8; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x419e80
  [0] Call site: 0x455d78; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x455d5c
  [1] Call site: 0x419e20; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x419e0c
  [1] Call site: 0x41a2e4; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a2ac
  [1] Call site: 0x41a27c; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a268
  [1] Call site: 0x41a24c; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a238
  [1] Call site: 0x419e50; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x419e3c
Call site: 0x455d78; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x455d5c
  [0] Call site: 0x457250; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457238
  [0] Call site: 0x4391dc; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4391c4
  [0] Call site: 0x4574f8; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4574e0
  [0] Call site: 0x4393f0; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4393d8
Call site: 0x4393f0; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4393d8
  [1] Call site: 0x419eb8; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x419e80
  [0] Call site: 0x455d78; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x455d5c
  [1] Call site: 0x419e20; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x419e0c
  [1] Call site: 0x41a2e4; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a2ac
  [1] Call site: 0x41a27c; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a268
  [1] Call site: 0x41a24c; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a238
  [1] Call site: 0x419e50; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x419e3c
Call site: 0x457250; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457238
  [1] Call site: 0x419eb8; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x419e80
  [0] Call site: 0x455d78; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x455d5c
  [1] Call site: 0x419e20; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x419e0c
  [1] Call site: 0x41a2e4; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a2ac
  [1] Call site: 0x41a27c; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a268
  [1] Call site: 0x41a24c; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a238
  [1] Call site: 0x419e50; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x419e3c
Call site: 0x4574f8; Identifier: nvram_safe_set; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4574e0
  [1] Call site: 0x419eb8; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x419e80
  [0] Call site: 0x455d78; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x455d5c
  [1] Call site: 0x419e20; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x419e0c
  [1] Call site: 0x41a2e4; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a2ac
  [1] Call site: 0x41a27c; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a268
  [1] Call site: 0x41a24c; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a238
  [1] Call site: 0x419e50; Identifier: nvram_safe_get; Key: wan_wan0_mtu; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x419e3c
Call site: 0x439db4; Identifier: nvram_safe_set; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d9c
  [1] Call site: 0x402b74; Identifier: nvram_safe_get; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/usr/sbin/timer; Block Addr: 0x402b68
  [1] Call site: 0x408f1c; Identifier: nvram_safe_get; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x408f08
  [1] Call site: 0x41a550; Identifier: nvram_safe_get; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a53c
  [0] Call site: 0x4555f0; Identifier: nvram_safe_get; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4555d4
  [1] Call site: 0x4391fc; Identifier: nvram_safe_get; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x4391e8
  [1] Call site: 0x402a90; Identifier: nvram_safe_get; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/usr/sbin/timer; Block Addr: 0x402a84
  [1] Call site: 0x41b708; Identifier: nvram_safe_get; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41b6f4
Call site: 0x4555f0; Identifier: nvram_safe_get; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4555d4
  [0] Call site: 0x439db4; Identifier: nvram_safe_set; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x439d9c
  [0] Call site: 0x457e08; Identifier: nvram_safe_set; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457df0
Call site: 0x457e08; Identifier: nvram_safe_set; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x457df0
  [1] Call site: 0x402b74; Identifier: nvram_safe_get; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/usr/sbin/timer; Block Addr: 0x402b68
  [1] Call site: 0x408f1c; Identifier: nvram_safe_get; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x408f08
  [1] Call site: 0x41a550; Identifier: nvram_safe_get; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41a53c
  [0] Call site: 0x4555f0; Identifier: nvram_safe_get; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4555d4
  [1] Call site: 0x4391fc; Identifier: nvram_safe_get; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x4391e8
  [1] Call site: 0x402a90; Identifier: nvram_safe_get; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/usr/sbin/timer; Block Addr: 0x402a84
  [1] Call site: 0x41b708; Identifier: nvram_safe_get; Key: wan_wan0_vpn_autoreconn; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x41b6f4
Call site: 0x444f88; Identifier: nvram_safe_set; Key: DDNSAccount; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x444f70
  [1] Call site: 0x43e034; Identifier: nvram_safe_get; Key: DDNSAccount; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/rc; Block Addr: 0x43e018
  [0] Call site: 0x4449e0; Identifier: nvram_safe_get; Key: DDNSAccount; File: /home/firmware/Current_dataset/D-Link/DIR-878/cpio-root/bin/prog.cgi; Block Addr: 0x4449c8
