target_addr: 0x42f160 ,  target_name: sub_42f160 ,  source_name: sub_42f160 ,  source_insr_addr: 0x42f2f0,  source_addr: 0x50022c ,  taint_source: nvram_safe_get ,  sink_insr_addr: 0x42fdc4  ,sink_addr: sub_42f160 ,  taint_Sink: twsystem,  checking_time:0,  conditions_str: ,  visited_functions: snprintf#nvram_safe_get,  fail2captureConditionsTime: 2,  error_messges_str: pcvar*SSID1#pcvar*/dev/console ,  str_length_visited_function: snprintf*128 ,  path_flag: 0x42fda4#0x42fd44#0x42fd14#0x42fcf8#0x42fcdc#0x42fcac#0x42fc7c#0x42fc50#0x42fc14#0x42fbe8#0x42fbdc#0x42fbbc#0x42fb90#0x42fb8c#0x42fb64#0x42fb4c#0x42fb34#0x42fb14#0x42fb08#0x42faf0#0x42fad8#0x42fab8#0x42fab4#0x42fa8c#0x42fa74#0x42fa5c#0x42fa40#0x42fa34#0x42fa18#0x42f910#0x42f8f0#0x42f8cc#0x42f8a4#0x42f880#0x42f858#0x42f828#0x42f7f8#0x42f7c8#0x42f798#0x42f768#0x42f738#0x42f708#0x42f6d8#0x42f6b4#0x42f690#0x42f5e0#0x42f5b8#0x42f510#0x42f50c#0x42f4f4#0x42f4f0#0x42f4a8#0x42f49c#0x42f474#0x42f44c#0x42f434#0x42f40c#0x42f3f0 ,  path: 0x42fda4#0x42fd44#0x42fd14#0x42fcf8#0x42fcdc#0x42fcac#0x42fc7c#0x42fc50#0x42fc14#0x42fbe8#0x42fbdc#0x42fbbc#0x42fb90#0x42fb8c#0x42fb64#0x42fb4c#0x42fb34#0x42fb14#0x42fb08#0x42faf0#0x42fad8#0x42fab8#0x42fab4#0x42fa8c#0x42fa74#0x42fa5c#0x42fa40#0x42fa34#0x42fa18#0x42f910#0x42f8f0#0x42f8cc#0x42f8a4#0x42f880#0x42f858#0x42f828#0x42f7f8#0x42f7c8#0x42f798#0x42f768#0x42f738#0x42f708#0x42f6d8#0x42f6b4#0x42f690#0x42f5e0#0x42f5b8#0x42f510#0x42f50c#0x42f4f4#0x42f4f0#0x42f4a8#0x42f49c#0x42f474#0x42f44c#0x42f434#0x42f40c#0x42f3f0#0x42f2d8 ,  keyword: management_link
target_addr: 0x42a97c ,  target_name: start_dnsmasq ,  source_name: start_dnsmasq ,  source_insr_addr: 0x42ba90,  source_addr: 0x428b70 ,  taint_source: sub_428b70 ,  sink_insr_addr: 0x42bbf8  ,sink_addr: start_dnsmasq ,  taint_Sink: strncat,  checking_time:0,  conditions_str: ,  visited_functions: strncat#strncat#strncpy#strncpy#sub_428b70,  fail2captureConditionsTime: 3,  error_messges_str:  ,  str_length_visited_function: strncpy*32 ,  path_flag: 0x42bbcc#0x42bba8#0x42bd34#0x42bd2c#0x42bcfc#0x42bcd4#0x42bcac#0x42bc8c#0x42bc6c#0x42bc50#0x42bc20#0x42bbfc#0x42bbcc#0x42bba8#0x42bd34#0x42bb98#0x42bb68#0x42bb40#0x42bb10#0x42baec#0x42bac8#0x42baac#0x42baa8#0x42ba88 ,  path: 0x42bbcc#0x42bba8#0x42bd34#0x42bd2c#0x42bcfc#0x42bcd4#0x42bcac#0x42bc8c#0x42bc6c#0x42bc50#0x42bc20#0x42bbfc#0x42bbcc#0x42bba8#0x42bd34#0x42bb98#0x42bb68#0x42bb40#0x42bb10#0x42baec#0x42bac8#0x42baac#0x42baa8#0x42ba88 ,  keyword: dns
target_addr: 0x42a97c ,  target_name: start_dnsmasq ,  source_name: start_dnsmasq ,  source_insr_addr: 0x42ba64,  source_addr: 0x428b70 ,  taint_source: sub_428b70 ,  sink_insr_addr: 0x42bbf8  ,sink_addr: start_dnsmasq ,  taint_Sink: strncat,  checking_time:0,  conditions_str: ,  visited_functions: strncat#strncat#strncpy#strncpy#nvram_safe_get,  fail2captureConditionsTime: 3,  error_messges_str:  ,  str_length_visited_function: strncpy*32 ,  path_flag: 0x42bbcc#0x42bba8#0x42bd34#0x42bd2c#0x42bcfc#0x42bcd4#0x42bcac#0x42bc8c#0x42bc6c#0x42bc50#0x42bc20#0x42bbfc#0x42bbcc#0x42bba8#0x42bd34#0x42bb98#0x42bb68#0x42bb40#0x42bb10#0x42baec#0x42bac8#0x42baac ,  path: 0x42bbcc#0x42bba8#0x42bd34#0x42bd2c#0x42bcfc#0x42bcd4#0x42bcac#0x42bc8c#0x42bc6c#0x42bc50#0x42bc20#0x42bbfc#0x42bbcc#0x42bba8#0x42bd34#0x42bb98#0x42bb68#0x42bb40#0x42bb10#0x42baec#0x42bac8#0x42baac#0x42ba5c ,  keyword: vpn_dns
target_addr: 0x42a97c ,  target_name: start_dnsmasq ,  source_name: start_dnsmasq ,  source_insr_addr: 0x42bae8,  source_addr: 0x50022c ,  taint_source: nvram_safe_get ,  sink_insr_addr: 0x42bbf8  ,sink_addr: start_dnsmasq ,  taint_Sink: strncat,  checking_time:0,  conditions_str: ,  visited_functions: strncat#strncat#strncpy#strncpy#strspn#nvram_safe_get,  fail2captureConditionsTime: 3,  error_messges_str:  ,  str_length_visited_function: strncpy*32 ,  path_flag: 0x42bbcc#0x42bba8#0x42bd34#0x42bd2c#0x42bcfc#0x42bcd4#0x42bcac#0x42bc8c#0x42bc6c#0x42bc50#0x42bc20#0x42bbfc#0x42bbcc#0x42bba8#0x42bd34#0x42bb98#0x42bb68#0x42bb40#0x42bb10#0x42baec#0x42bac8 ,  path: 0x42bbcc#0x42bba8#0x42bd34#0x42bd2c#0x42bcfc#0x42bcd4#0x42bcac#0x42bc8c#0x42bc6c#0x42bc50#0x42bc20#0x42bbfc#0x42bbcc#0x42bba8#0x42bd34#0x42bb98#0x42bb68#0x42bb40#0x42bb10#0x42baec#0x42bac8 ,  keyword: dns
target_addr: 0x42a97c ,  target_name: start_dnsmasq ,  source_name: start_dnsmasq ,  source_insr_addr: 0x42bac4,  source_addr: 0x50022c ,  taint_source: nvram_safe_get ,  sink_insr_addr: 0x42bc4c  ,sink_addr: start_dnsmasq ,  taint_Sink: strncat,  checking_time:0,  conditions_str: ,  visited_functions: strncat#strncpy#strncpy#strspn#strchr#sub_428b70,  fail2captureConditionsTime: 3,  error_messges_str:  ,  str_length_visited_function: strncpy*32 ,  path_flag: 0x42bc20#0x42bbfc#0x42bbcc#0x42bba8#0x42bd34#0x42bd2c#0x42bcfc#0x42bcd4#0x42bcac#0x42bc8c#0x42bc6c#0x42bc50#0x42bc20#0x42bbfc#0x42bbcc#0x42bba8#0x42bd34#0x42bb98#0x42bb68#0x42bb40#0x42bb10#0x42baec#0x42bac8#0x42baac#0x42ba7c#0x42ba5c ,  path: 0x42bc20#0x42bbfc#0x42bbcc#0x42bba8#0x42bd34#0x42bd2c#0x42bcfc#0x42bcd4#0x42bcac#0x42bc8c#0x42bc6c#0x42bc50#0x42bc20#0x42bbfc#0x42bbcc#0x42bba8#0x42bd34#0x42bb98#0x42bb68#0x42bb40#0x42bb10#0x42baec#0x42bac8#0x42baac ,  keyword: dns
target_addr: 0x42a97c ,  target_name: start_dnsmasq ,  source_name: start_dnsmasq ,  source_insr_addr: 0x42ba90,  source_addr: 0x428b70 ,  taint_source: sub_428b70 ,  sink_insr_addr: 0x42bc4c  ,sink_addr: start_dnsmasq ,  taint_Sink: strncat,  checking_time:0,  conditions_str: ,  visited_functions: strncat#strncpy#strncpy#strspn#strchr#sub_428b70,  fail2captureConditionsTime: 3,  error_messges_str:  ,  str_length_visited_function: strncpy*32 ,  path_flag: 0x42bc20#0x42bbfc#0x42bbcc#0x42bba8#0x42bd34#0x42bd2c#0x42bcfc#0x42bcd4#0x42bcac#0x42bc8c#0x42bc6c#0x42bc50#0x42bc20#0x42bbfc#0x42bbcc#0x42bba8#0x42bd34#0x42bb98#0x42bb68#0x42bb40#0x42bb10#0x42baec#0x42bac8#0x42baac#0x42baa8#0x42ba88 ,  path: 0x42bc20#0x42bbfc#0x42bbcc#0x42bba8#0x42bd34#0x42bd2c#0x42bcfc#0x42bcd4#0x42bcac#0x42bc8c#0x42bc6c#0x42bc50#0x42bc20#0x42bbfc#0x42bbcc#0x42bba8#0x42bd34#0x42bb98#0x42bb68#0x42bb40#0x42bb10#0x42baec#0x42bac8#0x42baac#0x42baa8#0x42ba88 ,  keyword: dns
target_addr: 0x42a97c ,  target_name: start_dnsmasq ,  source_name: start_dnsmasq ,  source_insr_addr: 0x42ba64,  source_addr: 0x428b70 ,  taint_source: sub_428b70 ,  sink_insr_addr: 0x42bc4c  ,sink_addr: start_dnsmasq ,  taint_Sink: strncat,  checking_time:0,  conditions_str: ,  visited_functions: strncat#strncpy#strncpy#strspn#strchr#nvram_safe_get,  fail2captureConditionsTime: 3,  error_messges_str:  ,  str_length_visited_function: strncpy*32 ,  path_flag: 0x42bc20#0x42bbfc#0x42bbcc#0x42bba8#0x42bd34#0x42bd2c#0x42bcfc#0x42bcd4#0x42bcac#0x42bc8c#0x42bc6c#0x42bc50#0x42bc20#0x42bbfc#0x42bbcc#0x42bba8#0x42bd34#0x42bb98#0x42bb68#0x42bb40#0x42bb10#0x42baec#0x42bac8#0x42baac ,  path: 0x42bc20#0x42bbfc#0x42bbcc#0x42bba8#0x42bd34#0x42bd2c#0x42bcfc#0x42bcd4#0x42bcac#0x42bc8c#0x42bc6c#0x42bc50#0x42bc20#0x42bbfc#0x42bbcc#0x42bba8#0x42bd34#0x42bb98#0x42bb68#0x42bb40#0x42bb10#0x42baec#0x42bac8#0x42baac#0x42ba5c ,  keyword: vpn_dns
target_addr: 0x42a97c ,  target_name: start_dnsmasq ,  source_name: start_dnsmasq ,  source_insr_addr: 0x42bae8,  source_addr: 0x50022c ,  taint_source: nvram_safe_get ,  sink_insr_addr: 0x42bc4c  ,sink_addr: start_dnsmasq ,  taint_Sink: strncat,  checking_time:0,  conditions_str: ,  visited_functions: strncat#strncpy#strncpy#strspn#strchr#strspn#nvram_safe_get,  fail2captureConditionsTime: 3,  error_messges_str:  ,  str_length_visited_function: strncpy*32 ,  path_flag: 0x42bc20#0x42bbfc#0x42bbcc#0x42bba8#0x42bd34#0x42bd2c#0x42bcfc#0x42bcd4#0x42bcac#0x42bc8c#0x42bc6c#0x42bc50#0x42bc20#0x42bbfc#0x42bbcc#0x42bba8#0x42bd34#0x42bb98#0x42bb68#0x42bb40#0x42bb10#0x42baec#0x42bac8 ,  path: 0x42bc20#0x42bbfc#0x42bbcc#0x42bba8#0x42bd34#0x42bd2c#0x42bcfc#0x42bcd4#0x42bcac#0x42bc8c#0x42bc6c#0x42bc50#0x42bc20#0x42bbfc#0x42bbcc#0x42bba8#0x42bd34#0x42bb98#0x42bb68#0x42bb40#0x42bb10#0x42baec#0x42bac8 ,  keyword: dns
target_addr: 0x425f0c ,  target_name: lan_wan_ip_conflict_handler ,  source_name: lan_wan_ip_conflict_handler ,  source_insr_addr: 0x426084,  source_addr: 0x50022c ,  taint_source: nvram_safe_get ,  sink_insr_addr: 0x426498  ,sink_addr: lan_wan_ip_conflict_handler ,  taint_Sink: strcpy,  checking_time:0,  conditions_str: ,  visited_functions: strcpy#nvram_safe_get,  fail2captureConditionsTime: 12,  error_messges_str: pcvar*/dev/console ,  str_length_visited_function:  ,  path_flag: 0x426478#0x426468#0x426448#0x426428#0x426408#0x4263f0#0x4263d8#0x4263a0#0x4262f4#0x4262e4#0x4262d4#0x4262c4#0x42629c#0x42628c#0x426264#0x426254#0x426250#0x42617c#0x42616c#0x426154#0x426134#0x426114#0x4260f4#0x4260d0#0x4260ac#0x426088#0x42606c ,  path: 0x426478#0x426468#0x426448#0x426428#0x426408#0x4263f0#0x4263d8#0x4263a0#0x4262f4#0x4262e4#0x4262d4#0x4262c4#0x42629c#0x42628c#0x426264#0x426254#0x426250#0x42617c#0x42616c#0x426154#0x426134#0x426114#0x4260f4#0x4260d0#0x4260ac#0x426088#0x42606c ,  keyword: lan0_ipaddr
target_addr: 0x425f0c ,  target_name: lan_wan_ip_conflict_handler ,  source_name: lan_wan_ip_conflict_handler ,  source_insr_addr: 0x4260cc,  source_addr: 0x50022c ,  taint_source: nvram_safe_get ,  sink_insr_addr: 0x426b48  ,sink_addr: lan_wan_ip_conflict_handler ,  taint_Sink: strcpy,  checking_time:0,  conditions_str: ,  visited_functions: strcpy#nvram_safe_get,  fail2captureConditionsTime: 21,  error_messges_str: pcvar*/dev/console ,  str_length_visited_function:  ,  path_flag: 0x426b28#0x426b18#0x426af8#0x426ad8#0x426ab8#0x426aa0#0x426a88#0x426a50#0x426a4c#0x426a30#0x426a04#0x4269ec#0x4269b4#0x426998#0x42697c#0x4268d0#0x4268a8#0x426880#0x426858#0x426834#0x426828#0x426804#0x4267f0#0x4267dc#0x426648#0x426634#0x42649c#0x426478#0x426468#0x426448#0x426428#0x426408#0x4263f0#0x4263d8#0x4263a0#0x4262f4#0x4262e4#0x4262d4#0x4262c4#0x42629c#0x42628c#0x426264#0x426254#0x426250#0x42617c#0x42616c#0x426154#0x426134#0x426114#0x4260f4#0x4260d0#0x4260ac ,  path: 0x426b28#0x426b18#0x426af8#0x426ad8#0x426ab8#0x426aa0#0x426a88#0x426a50#0x426a4c#0x426a30#0x426a04#0x4269ec#0x4269b4#0x426998#0x42697c#0x4268d0#0x4268a8#0x426880#0x426858#0x426834#0x426828#0x426804#0x4267f0#0x4267dc#0x426648#0x426634#0x42649c#0x426478#0x426468#0x426448#0x426428#0x426408#0x4263f0#0x4263d8#0x4263a0#0x4262f4#0x4262e4#0x4262d4#0x4262c4#0x42629c#0x42628c#0x426264#0x426254#0x426250#0x42617c#0x42616c#0x426154#0x426134#0x426114#0x4260f4#0x4260d0#0x4260ac ,  keyword: lan1_ipaddr
target_addr: 0x425f0c ,  target_name: lan_wan_ip_conflict_handler ,  source_name: lan_wan_ip_conflict_handler ,  source_insr_addr: 0x427130,  source_addr: 0x50022c ,  taint_source: nvram_safe_get ,  sink_insr_addr: 0x427158  ,sink_addr: lan_wan_ip_conflict_handler ,  taint_Sink: sprintf,  checking_time:0,  conditions_str: ,  visited_functions: sprintf#nvram_safe_get,  fail2captureConditionsTime: 0,  error_messges_str:  ,  str_length_visited_function:  ,  path_flag: 0x427134#0x427110 ,  path: 0x427134#0x427110 ,  keyword: lan0_ipaddr
target_addr: 0x425f0c ,  target_name: lan_wan_ip_conflict_handler ,  source_name: lan_wan_ip_conflict_handler ,  source_insr_addr: 0x427130,  source_addr: 0x50022c ,  taint_source: nvram_safe_get ,  sink_insr_addr: 0x427178  ,sink_addr: lan_wan_ip_conflict_handler ,  taint_Sink: system,  checking_time:0,  conditions_str: ,  visited_functions: sprintf#nvram_safe_get,  fail2captureConditionsTime: 0,  error_messges_str:  ,  str_length_visited_function:  ,  path_flag: 0x427134#0x427110 ,  path: 0x42715c#0x427134#0x427110 ,  keyword: lan0_ipaddr
target_addr: 0x425f0c ,  target_name: lan_wan_ip_conflict_handler ,  source_name: lan_wan_ip_conflict_handler ,  source_insr_addr: 0x4271a0,  source_addr: 0x50022c ,  taint_source: nvram_safe_get ,  sink_insr_addr: 0x4271c8  ,sink_addr: lan_wan_ip_conflict_handler ,  taint_Sink: sprintf,  checking_time:0,  conditions_str: ,  visited_functions: sprintf#nvram_safe_get,  fail2captureConditionsTime: 0,  error_messges_str:  ,  str_length_visited_function:  ,  path_flag: 0x4271a4#0x42717c ,  path: 0x4271a4#0x42717c ,  keyword: lan0_netmask
target_addr: 0x425f0c ,  target_name: lan_wan_ip_conflict_handler ,  source_name: lan_wan_ip_conflict_handler ,  source_insr_addr: 0x4271a0,  source_addr: 0x50022c ,  taint_source: nvram_safe_get ,  sink_insr_addr: 0x4271e8  ,sink_addr: lan_wan_ip_conflict_handler ,  taint_Sink: system,  checking_time:0,  conditions_str: ,  visited_functions: sprintf#nvram_safe_get,  fail2captureConditionsTime: 0,  error_messges_str:  ,  str_length_visited_function:  ,  path_flag: 0x4271a4#0x42717c ,  path: 0x4271cc#0x4271a4#0x42717c ,  keyword: lan0_netmask
target_addr: 0x423f0c ,  target_name: wan_if_getpathprefix ,  source_name: sub_44cd7c ,  source_insr_addr: 0x44e800,  source_addr: 0x500340 ,  taint_source: getenv ,  sink_insr_addr: 0x423fe0  ,sink_addr: wan_if_getpathprefix ,  taint_Sink: sprintf,  checking_time:16,  conditions_str:v0@((v0<4> & 0x80000000<32>) == 0x80000000<32>)#v0@(v0<4> != 0x0<32>)#v0@(v0<4> == 0x0<32>)#v0@(v0<4> == 0x0<32>)#v0@(v0<4> == 0x0<32>)#v0@(v0<4> == 0x0<32>)#v0@(v0<4> != 0x0<32>)#v0@(v0<4> == 0x0<32>)#v0@(v0<4> == 0x0<32>)#v0@(v0<4> == 0x0<32>)#v0@(v0<4> != 0x0<32>)#v0@(v0<4> == 0x0<32>)#v0@(v0<4> == 0x0<32>)#v0@((v0<4> & 0x80000000<32>) == 0x0<32>)#v0@((v0<4> & 0x80000000<32>) == 0x0<32>)#v0@(v0<4> == 0x0<32>) ,  visited_functions: sprintf#sub_44c4b0#ifconfig#wan_if_getpathprefix#wan_if_getpathpara#getenv,  fail2captureConditionsTime: 5,  error_messges_str: pcvar*/dev/console#pcvar*ip ,  str_length_visited_function:  ,  path_flag: 0x423fb4#0x44e980#0x44e958#0x44e9c0#0x44e9b0#0x44e938#0x44e918#0x44e904#0x44e8e8#0x44e8c8#0x44e8bc#0x44e8a0#0x44e888#0x44e81c#0x44e804#0x44e7e8#0x44e7d0#0x44e7a8#0x44e78c#0x44e764#0x44e748#0x44e728#0x44e724#0x44e710#0x44e6ec#0x44e6d4#0x44e6b4#0x44e69c#0x44e680#0x44e67c#0x44e664#0x44e644#0x44e62c#0x44e610#0x44e60c#0x44e5e8#0x44e5c4#0x44e5ac#0x44e590#0x44e58c#0x44e574#0x44e554#0x44e53c#0x44e520#0x44e51c#0x44e504#0x44e4e4#0x44e4d8#0x44e4b4#0x44e498#0x44e480#0x44e464#0x44e460#0x44e448#0x44e428#0x44e410#0x44e3f4#0x44e3f0#0x44e3d8#0x44e3b8#0x44e3a0#0x44e384#0x44e380#0x44e368#0x44e348#0x44e330#0x44e314#0x44e310#0x44e220#0x44e204#0x44e1c8#0x44e1b0#0x44e184#0x44e178#0x44e154#0x44e138#0x44e120#0x44e104#0x44e0dc#0x44e0c0#0x44e00c#0x44dfe8#0x44dfcc#0x44dfb4#0x44df98#0x44df70#0x44df54#0x44dea0#0x44de7c#0x44de60#0x44de48#0x44de2c#0x44de04#0x44dde8#0x44dd34#0x44dd10#0x44dcf4#0x44dce4#0x44dcd8#0x44dcb4#0x44dc98#0x44dc70#0x44dc54#0x44dc2c#0x44dc10#0x44db5c#0x44db38#0x44db1c#0x44db04#0x44dae8#0x44dac0#0x44daa4#0x44d9f0#0x44d9cc#0x44d9b0#0x44d998#0x44d97c#0x44d954#0x44d938#0x44d884#0x44d860#0x44d844#0x44d82c#0x44d810#0x44d7e8#0x44d7cc#0x44d7bc#0x44d390#0x44d370#0x44d364#0x44d344#0x44d338#0x44d310#0x44d2f4#0x44d2d4#0x44d2c0#0x44d298#0x44d280#0x44d25c#0x44d240#0x44d21c#0x44d218#0x44d1fc#0x44d1d0#0x44d1ac#0x44d194#0x44d168#0x44d164#0x44d148#0x44d11c#0x44d0f8#0x44d0e0#0x44d0b4#0x44d0b0#0x44d094#0x44d068#0x44d044#0x44d02c#0x44d000#0x44cffc#0x44cfe0#0x44cfb4#0x44cf90#0x44cf78#0x44cf4c#0x44cf48#0x44cf2c#0x44cef0#0x44ced8#0x44ce4c#0x44cde0#0x44cdd8#0x44cdc4#0x44cd7c ,  path: 0x423fb4#0x44e980#0x44e958#0x44e9c0#0x44e9b0#0x44e938#0x44e918#0x44e904#0x44e8e8#0x44e8c8#0x44e8bc#0x44e8a0#0x44e888#0x44e81c#0x44e804#0x44e7e8 ,  keyword: 6rd
target_addr: 0x423f0c ,  target_name: wan_if_getpathprefix ,  source_name: sub_44cd7c ,  source_insr_addr: 0x44cdc0,  source_addr: 0x500340 ,  taint_source: getenv ,  sink_insr_addr: 0x423fe0  ,sink_addr: wan_if_getpathprefix ,  taint_Sink: sprintf,  checking_time:0,  conditions_str: ,  visited_functions: sprintf#strdup#getenv,  fail2captureConditionsTime: 2,  error_messges_str:  ,  str_length_visited_function:  ,  path_flag: 0x423fb4#0x44e980#0x44e958#0x44e9c0#0x44e9b0#0x44e938#0x44e918#0x44e904#0x44e8e8#0x44e8c8#0x44e8bc#0x44e8a0#0x44e888#0x44e81c#0x44e804#0x44e7e8 ,  path: 0x423fb4#0x44e980#0x44e958#0x44e9c0#0x44e9b0#0x44e938#0x44e918#0x44e904#0x44e8e8#0x44e8c8#0x44e8bc#0x44e8a0#0x44e888#0x44e81c#0x44e804#0x44e7e8#0x44cd7c ,  keyword: interface
target_addr: 0x423f0c ,  target_name: wan_if_getpathprefix ,  source_name: sub_44cd7c ,  source_insr_addr: 0x44e800,  source_addr: 0x500340 ,  taint_source: getenv ,  sink_insr_addr: 0x423fe0  ,sink_addr: wan_if_getpathprefix ,  taint_Sink: sprintf,  checking_time:16,  conditions_str:v0@((v0<4> & 0x80000000<32>) == 0x80000000<32>)#v0@(v0<4> != 0x0<32>)#v0@(v0<4> == 0x0<32>)#v0@(v0<4> == 0x0<32>)#v0@(v0<4> == 0x0<32>)#v0@(v0<4> == 0x0<32>)#v0@(v0<4> != 0x0<32>)#v0@(v0<4> == 0x0<32>)#v0@(v0<4> == 0x0<32>)#v0@(v0<4> == 0x0<32>)#v0@(v0<4> != 0x0<32>)#v0@(v0<4> == 0x0<32>)#v0@(v0<4> == 0x0<32>)#v0@((v0<4> & 0x80000000<32>) == 0x0<32>)#v0@((v0<4> & 0x80000000<32>) == 0x0<32>)#v0@(v0<4> == 0x0<32>) ,  visited_functions: sprintf#sub_44c4b0#ifconfig#wan_if_getpathprefix#wan_if_getpathpara#getenv,  fail2captureConditionsTime: 5,  error_messges_str: pcvar*/dev/console#pcvar*ip ,  str_length_visited_function:  ,  path_flag: 0x423fb4#0x44e980#0x44e958#0x44e9c0#0x44e9b0#0x44e938#0x44e918#0x44e904#0x44e8e8#0x44e8c8#0x44e8bc#0x44e8a0#0x44e888#0x44e81c#0x44e804#0x44e7e8#0x44e7d0#0x44e7a8#0x44e78c#0x44e764#0x44e748#0x44e728#0x44e724#0x44e710#0x44e6ec#0x44e6d4#0x44e6b4#0x44e69c#0x44e680#0x44e67c#0x44e664#0x44e644#0x44e62c#0x44e610#0x44e60c#0x44e5e8#0x44e5c4#0x44e5ac#0x44e590#0x44e58c#0x44e574#0x44e554#0x44e53c#0x44e520#0x44e51c#0x44e504#0x44e4e4#0x44e4d8#0x44e4b4#0x44e498#0x44e480#0x44e464#0x44e460#0x44e448#0x44e428#0x44e410#0x44e3f4#0x44e3f0#0x44e3d8#0x44e3b8#0x44e3a0#0x44e384#0x44e380#0x44e368#0x44e348#0x44e330#0x44e314#0x44e310#0x44e220#0x44e204#0x44e1c8#0x44e1b0#0x44e184#0x44e178#0x44e154#0x44e138#0x44e120#0x44e104#0x44e0dc#0x44e0c0#0x44e00c#0x44dfe8#0x44dfcc#0x44dfb4#0x44df98#0x44df70#0x44df54#0x44dea0#0x44de7c#0x44de60#0x44de48#0x44de2c#0x44de04#0x44dde8#0x44dd34#0x44dd10#0x44dcf4#0x44dce4#0x44dcd8#0x44dcb4#0x44dc98#0x44dc70#0x44dc54#0x44dc2c#0x44dc10#0x44db5c#0x44db38#0x44db1c#0x44db04#0x44dae8#0x44dac0#0x44daa4#0x44d9f0#0x44d9cc#0x44d9b0#0x44d998#0x44d97c#0x44d954#0x44d938#0x44d884#0x44d860#0x44d844#0x44d82c#0x44d810#0x44d7e8#0x44d7cc#0x44d7bc#0x44d390#0x44d370#0x44d364#0x44d344#0x44d338#0x44d310#0x44d2f4#0x44d2d4#0x44d2c0#0x44d298#0x44d280#0x44d25c#0x44d240#0x44d21c#0x44d218#0x44d1fc#0x44d1d0#0x44d1ac#0x44d194#0x44d168#0x44d164#0x44d148#0x44d11c#0x44d0f8#0x44d0e0#0x44d0b4#0x44d0b0#0x44d094#0x44d068#0x44d044#0x44d02c#0x44d000#0x44cffc#0x44cfe0#0x44cfb4#0x44cf90#0x44cf78#0x44cf4c#0x44cf48#0x44cf2c#0x44cef0#0x44ced8#0x44ce4c#0x44cde0#0x44cdd8#0x44cdc4#0x44cd7c ,  path: 0x423fb4#0x44e980#0x44e958#0x44e9c0#0x44e9b0#0x44e938#0x44e918#0x44e904#0x44e8e8#0x44e8c8#0x44e8bc#0x44e8a0#0x44e888#0x44e81c#0x44e804#0x44e7e8 ,  keyword: 6rd
target_addr: 0x423f0c ,  target_name: wan_if_getpathprefix ,  source_name: sub_44cd7c ,  source_insr_addr: 0x44cdc0,  source_addr: 0x500340 ,  taint_source: getenv ,  sink_insr_addr: 0x423fe0  ,sink_addr: wan_if_getpathprefix ,  taint_Sink: sprintf,  checking_time:0,  conditions_str: ,  visited_functions: sprintf#strdup#getenv,  fail2captureConditionsTime: 2,  error_messges_str:  ,  str_length_visited_function:  ,  path_flag: 0x423fb4#0x44e980#0x44e958#0x44e9c0#0x44e9b0#0x44e938#0x44e918#0x44e904#0x44e8e8#0x44e8c8#0x44e8bc#0x44e8a0#0x44e888#0x44e81c#0x44e804#0x44e7e8 ,  path: 0x423fb4#0x44e980#0x44e958#0x44e9c0#0x44e9b0#0x44e938#0x44e918#0x44e904#0x44e8e8#0x44e8c8#0x44e8bc#0x44e8a0#0x44e888#0x44e81c#0x44e804#0x44e7e8#0x44cd7c ,  keyword: interface
